key	text	tooltip
encyclopedia_blocks_content_enc_text_characters_agents_spies_intercept	Your spy uses his authority to get access to orders issued to the target army, thus revealing the location and line of sight to another army, settlement or agent of the same faction. If there is nothing left to be revealed, the orders will involve a hitherto undiscovered faction. This action can also reveal the location of hidden armies. Authority can be increased via skills, traits and the presence of members of, or objects from, your spy’s household.	true
encyclopedia_blocks_heading_enc_text_characters_agents_champions_force	Show of Force	true
encyclopedia_blocks_heading_enc_text_characters_agents_champions_watch	Assault Town Watch	true
encyclopedia_blocks_content_enc_text_manual_army_attack_ambush	An army positioned in a forest can sometimes launch an ambush against a passing enemy. If you decide not to launch an ambush, the army will pass without being alerted to your presence. If you choose to attack, your forces can be split between each side of the road and the enemy force will be deployed in marching, rather than battle, order. The enemy army will not have the opportunity to move their units in any way until the battle starts, so deploy carefully to cause maximum confusion and disorder. NB - If you are playing battles on hard or very hard difficulty and are ambushed it will not be possible to issue orders when the battle is paused.	true
encyclopedia_blocks_heading_enc_text_campaign_battle_types_land	Standard Land Battle	true
encyclopedia_blocks_heading_enc_text_manual_battle_conflict_abilities_character_loyalty	Loyalty of the 10th	true
encyclopedia_blocks_content_enc_text_politics_actions_assassinate	Self-explanatory and with the most obvious effect – it completely removes target characters from the game. Killing a troublesome member of a faction is no small matter, so it comes with a considerable financial cost, alongside a small political cost. The target character may be ambitious with high gravitas, someone who is upsetting the balance by causing his party to gain excessive support. Even your own commanders or statesmen can be marked for death, your faction leader being the only exception. Characters with higher gravitas are harder to eliminate, so cost much more to assassinate. Also note that it is not possible to completely destroy a political party by killing off all members – the party always exists regardless and will be repopulated turn by turn.	true
encyclopedia_blocks_heading_enc_text_manual_actions_campaign_stances_camp	Fortify	true
encyclopedia_blocks_content_enc_text_manual_public_order	Obedience to the rule of your faction is measured in public order. The factors that affect it are displayed on the region details panel, and include elements such as settlement level, presence of a garrison and the size of the tax burden placed on the populace. If unhappiness begins to outweigh happiness it will accumulate, eventually leading to rebellion if left unchecked. Keep taxes at reasonable levels, maintain sufficient food supplies and ensure that settlements are garrisoned to stop low public order bubbling over into rioting or worse, full-scale rebellion.	true
encyclopedia_building_chain_groups_localised_name_provincial_capital	Provincial Capital	true
encyclopedia_building_chain_groups_localised_name_industrial	Industrial	true
encyclopedia_building_chain_groups_localised_name_city_centre	City Centre	true
encyclopedia_building_chain_groups_localised_name_sanitation	Sanitation	true
encyclopedia_building_chain_groups_localised_name_military	Military	true
encyclopedia_building_chain_groups_localised_name_minor_settlement	Minor Settlement	true
encyclopedia_building_chain_groups_localised_name_religious	Religious	true
encyclopedia_building_chain_groups_localised_name_agricultural	Agricultural	true
encyclopedia_building_chain_groups_localised_name_port	Port	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_punic_hannibal	“God has given to man no sharper spur to victory than contempt of death.” – Hannibal Barca\\n\\nHannibal is widely regarded as one of the greatest military commanders in history. He was a son of Hamilcar Barca, a Carthaginian leader who had fought in the First Punic War, remaining undefeated when Carthage sued for peace. Afterwards, Hamilcar conquered Iberia to regain Carthage’s lost fortunes, exploiting the silver deposits found there to pay its war reparations to Rome and make his nation powerful again. He famously made his young son swear that he would “never be a friend to the Romans”. Following eight successful years in the region, Hamilcar was killed during battle against the Iberian tribes in 228BC.\\n\\nDespite his young age – 26 years - Hannibal assumed power in Iberia following the assassination of his brother-in-law, Hasdrubal “the Fair” – so named for his preference for diplomacy over conflict. From here, he sacked the Roman protectorate of Saguntum and began the Second Punic War. His army’s journey over the Alps has become legend; a feat of daring and endurance that took Rome entirely by surprise.\\n\\nHannibal’s efforts during the war - scoring devastating victories at Trebia, Lake Trasimene and Cannae - ravaged the Roman state and nearly brought the Republic to its knees. It is due to Hannibal, without a doubt, that Carthage’s war effort was successful for so many years. Ultimately, however, a series of setbacks, betrayals and a lack of support at home for the lengthy war stalled the conquest of Italy, eventually leading to his defeat at the climactic Battle of Zama in 202BC.\\n\\nAfter the war, Hannibal became a successful governor of Carthage. However, political opponents soon forced him into exile, where he became military advisor to the Seleucid Empire and several other eastern Hellenistic states. Unfortunately, pressure from the Romans as they expanded into the east eventually led to Hannibal’s betrayal, and he poisoned himself to evade capture around 182BC.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_battles_carthage	Commencing 149-148BC, the Siege of Carthage was the defining action of the Third Punic War between Rome and Carthage. With the city refusing to surrender, the Carthaginians held out for over two years. The Roman forces, led by Manius Manilius, initially suffered losses at the hands of Hasdrubal and, following Manius’ failure, Scipio Aemilianus was appointed consul and charged with taking Carthage. Under Roman law, he was technically too young for the job. His first action was to defeat Diogenes’ army holding Nepheris by blockading the harbour of Carthage, cutting off their supplies, and forcing them into the field. With Nepheris crushed, Scipio intensified the main siege. In the final assault, Tiberius Gracchus, Scipio’s military tribune and brother-in-law, was the first over the wall. After hours of bitter fighting in the streets, houses and temples, the Carthaginians surrendered. The surviving population was enslaved, and Carthage levelled. Hasdrubal himself begged for mercy. His wife, unable to face such shame, killed herself and their sons. For his service, Scipio was greatly rewarded, and during his triumph was able to add “Africanus” to his name. Unusually, Hasdrubal was displayed rather than killed, possibly because of the greater humiliation involved. Despite his bravery at Carthage, Tiberius’ military fortunes waned during the Numantine War, but his later actions as a plebeian tribune earned him the favour of the common people.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_battles_carthage	The Siege of Carthage (146BC)	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_vesuvius	Vesuvius is perhaps the most famous volcano in the world and the only one on the European mainland to have erupted in the last hundred years. Responsible for the complete destruction of the Roman cities of Pompeii and Herculaneum, the eruption of Vesuvius in 79AD killed approximately 16,000 people, including the philosopher Pliny the Elder. 	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_punic_hannibal	The Carthaginians\\n\\nHannibal Barca	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_damavand	Mount Damavand	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_damavand	Mount Damavand is located in the Alborz mountain range and is the highest peak in Iran. Its impressive height and volcanic nature made it a place of magic and power in Persian mythology. According to Zoroastrian texts it was the home of the three-headed dragon Azi Dahaka, who was imprisoned there until the end of days. 	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_vesuvius	Mount Vesuvius	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_colossus	The Colossus of Rhodes	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_behistun	Located in the Kermanshah Province of Iran, Mount Behistun is home to the Behistun Inscription. This multilingual inscription includes an autobiography of Darius the Great. As the same piece of text was translated into three different languages, Old Persian, Elamite, and Babylonian, it is similar to the Rosetta Stone as the key to languages thought to be lost.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_behistun	Mount Behistun	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_colossus	The Colossus of Rhodes was a giant bronze statue constructed to commemorate the Rhodian victory against Antigonus I, ruler of Cyprus.  A representation of the sun god Helios, it stood over thirty metres high, but not astride the harbour as has been suggested. It is thought to have fallen during an earthquake in 226BC. The broken chunks of statue were eventually sold off as scrap metal some 800 years later.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_hercules	According to Greek legend, the Pillars of Hercules were created by Hercules himself as one of his twelve labours. Rather than waste time scaling the mountain that had once been Atlas, Hercules punched through it, so joining the Mediterranean Sea to the Atlantic Ocean and creating the Strait of Gibraltar.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_hercules	The Pillars of Hercules	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_boduognatus	Leader of the ferocious Nervii, a Celto-Germanic tribe that resided in northwest Gaul, Boduognatus led his people against Caesar’s legions in 57BC. A shrewd war-leader, Boduognatus used the advantage of his local knowledge of the terrain to spring an ambush on the Romans at the Battle of Sabis. The attack of the Nervii and their allied client tribes, the Atrebates and Viromandui, took Caesar’s forces by surprise and almost overwhelmed them. However, the 10th legion, under the command of Titus Labienus, turned the tide of battle. Boduognatus, like his warriors, refused to give ground, even in defeat, and was killed, while the strength of the Nervii was decimated. In his Commentaries, Caesar praises their heroic courage, stating that they fought almost to the last man, standing on the bodies of their fallen brothers to fight on.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_sanctuary	Located on the island of Samothrace off the coast of Greece, the Sanctuary of the Great Gods was home to a strange religion known as the Eleusinian Mysteries.  The Spartan leader, Lysander, the historian Herodotus, and King Philip II of Macedon, who met his future wife and mother of his son Alexander the Great at the site, were all initiates of the mysteries.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_ariovistus	Ariovistus was the leader of the Germanic Suebi, or “our people”. Invited by the Arverni and Sequani to aid them in their struggle against the pro-Roman Aedui, Ariovistus led his people across the Rhine, defeating the Aedui at the Battle of Magetobriga in 63 BC. In the aftermath, in exchange for their aid, the Suebi began to settle in Sequani territory. This put considerable pressure on the surrounding tribes, sparking the mass migration of the Helvetii. Rome was equally uncomfortable with the Ariovistus taking root in Gaul, but the Senate recognised him as a ‘King and Friend of the Roman People’, reputedly at Caesar’s behest, in a move to appease him. By 58BC, with the situation worsening, the Aedui and other Gallic tribes petitioned Caesar for aid. Given an ultimatum by Caesar to cease Suebian settlement and warring in Gaul, Ariovistus challenged Caesar to stop him. Conflict was inevitable as their envoys failed to reach agreement. In the battle that followed however, Ariovistus’ tribal force was broken and he and his surviving kin fled back across the Rhine, after which he was never heard from again.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_labienus	Although his exact birth date is unknown, Titus Labienus was born into an equestrian family sometime around 100BC. Labienus had ties to Pompey, but developed a close friendship with Caesar. Following his appointment as a plebeian tribune in 63BC, he became Caesar’s legatus pro praetore in Gaul. As such, he commanded engagements throughout the Gallic Wars of 58-50BC, and took full command of the legions and magisterial duties during Caesar’s absences. A brilliant strategist and commander, it was Labienus who turned the tide of battle against the Nervii. Prior to the Battle of Agendicum in 52BC, he tricked the rebelling Gallic tribes into splitting their forces, before out manoeuvring and defeating Camelugenus’ army in a pincer movement. In the civil war that followed the Gallic campaigns, Labienus allied with Pompey against Caesar. After Pompey’s death, he remained loyal to his sons, fighting against Caesar in the battles of Ruspina, Thaspus, and Munda, where he was killed during the final rout.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_labienus	Titus Labienus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_sanctuary	The Sanctuary of the Great Gods	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_stonehenge	Stonehenge	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_punic	The Second Punic War is, arguably, the most sweeping, destructive war of ancient times. It marked the end of a contest for power in the Mediterranean - the establishment of Roman hegemony over the entire Italian peninsula and deep into Iberia.\\n\\nIt was a hard fought victory for Rome, however; Hannibal Barca’s campaign in Italy, following his daring crossing of the Alps, nearly brought Rome to ruin. Catastrophic defeats at Trebia, Lake Trasimene and Cannae shattered any faith Rome’s allies had in them, and almost imploded the Republic.\\n\\nThe brilliance of Hannibal as a strategist and tactician cannot be denied; he came closer than anyone else ever had or would to toppling Roman power, but his failure was underestimating Rome’s ability to endure. After weathering the worst of Hannibal’s assault, Rome struck back under the brilliance of Scipio and finally, on the field at Zama, Carthage’s dream came crashing to an end.\\n\\nMany accounts of the Second Punic War come from Polybius and Livy, neither of whom were alive when the events they describe took place and wrote only from Rome’s perspective. Polybius in particular, is famed for being openly critical of Carthage (he was allegedly present for the final destruction of the ancient capital), and in particular the Barcids, so his accounts are heavily biased towards Rome and can almost be considered propaganda.\\n\\nAlthough the power plays of Julius Caesar, and the formation of the Roman Empire under Octavian, were still many years away, Rome’s victory over Carthage and its confederates laid the foundations for Rome the superpower.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_boduognatus	Boduognatus of the Nervii	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_stonehenge	Stonehenge has always been shrouded in mystery. Standing alone on the plains of Wiltshire in southern England, the huge standing stones are thought to have been erected sometime between 3000BC and 2000BC. As little archaeological evidence has been found, historians have been unable to conclusively define exactly how it was built and what it was used for.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_mausoleum	Commissioned by Artemisia II of Caria, the Mausoleum was built in honour of her dead husband Mausolus. The sides of the temple were adorned with reliefs by the greatest Greek sculptors of the day: Leochares, Bryaxis, Scopas and Timotheus. The top housed a great bronze chariot that contained statues of Artemisia and Mausolus himself.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_punic	Introduction	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_mausoleum	The Mausoleum at Hallicarnassus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_ariovistus	Ariovistus of the Suebi	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_marc	Marc Antony	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_citadel	The Bam Citadel is located in modern day Iran and was the largest sand and clay structure in the world until it was devastated by an earthquake in 2003. A marvel of architecture and engineering, it even had a very early form of air conditioning. Large towers caught the wind and funnelled it down into the buildings below.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_vercingetorix	The Barbarians\\n\\nVercingetorix of the Arverni	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_caesar	Born in July 100 BC, Julius Caesar was a member of the Julii patrician clan, who claimed descent from the goddess Venus. A brilliant strategist, inspiring commander, and shrewd politician, Caesar manoeuvred himself into a position of power within the Roman Republic. With Pompey and Crassus he formed the First Triumvirate, an expedient political alliance that pitted them against their conservative opponents in the Senate. Holding a ten-year proconsulship through the machinations of this alliance, he used the time wisely to conquer Gaul and defeat the Germanic tribes of the Rhineland. Recording the success of these campaigns in his ‘Commentaries on the Gallic War’, including his invasion of Britannia and the bridging of the Rhine. Following his conquest, when ordered by the Senate to relinquish his command and return to Rome, Caesar refused. His crossing of the Rubicon in 49 BC and the civil war that followed led to the end of the Republic. As dictator he made many positive reforms, but his enemies continued to circle. On the Ides of March 44 BC he was assassinated in the Senate by a group of senators led by Marcus Brutus. His adopted heir, Gaius Octavius, eventually succeeded him, in time becoming Augustus Caesar, Rome’s first emperor.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_battles_cannae	The Battle of Cannae (216BC)	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_babylon	The great city of Babylon was home to some impressive architecture. There was the huge Ishtar Gate, an ancient wonder until it was replaced by the Pharos, the Ziggurat of Marduk, an impressive temple precinct in the heart of the city; and, last but not least, the legendary Hanging Gardens.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_oracle	Located near the Egyptian border with Libya, the walls of the temple of Amun-Re still stand to this day. In order to reach the temple travellers had to cross a vast and dangerous desert and there are many legends about whole armies disappearing beneath the sands before they could reach it.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_pharos	The Pharos of Alexandria	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_olympus	Mount Olympus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_punic_fabius	Fabius Maximus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_curio	Gaius Scribonius Curio	true
encyclopedia_historical_info_blocks_content_enc_text_hist_battles_raphia	The Battle of Raphia in 217BC was fought in the Fourth Syrian War between Ptolemaic Egypt and the Seleucid Empire. Control of Syria and its extremely useful Mediterranean coast changed hands many times in the space of a century. As Successors to, and masters of portions of, Alexander’s empire, the Ptolemaic and Seleucid dynasties could not cede control of Syria to the other party: it would have been a sign of weakness. This brought them into conflict time and time again, and, in June 217BC, the two mightiest Greek-style armies ever seen led by King Ptolemy IV Philopator, and King Antiochus III the Great, clashed at Raphia. After days of skirmishing, the battle proper began with a charge of war elephants from both sides. Antiochus drove off the Ptolemaic cavalry and pursued them, thinking the battle was won. By the time he returned to the field his own centre had broken and was in disarray. His troops fled, and the battle was lost. Ptolemy IV’s victory was not without problems. He did retain control of much of Syria but the cost weakened his position at home. His Egyptian veterans rebelled and established a separate kingdom in the southern part of Upper Egypt. The secessionists, and the rebel 35th ruling dynasty, were finally crushed in 185BC. In keeping with Egyptian tradition, the victorious Greek-dominated government destroyed any mention of the rebels that they could find.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_marc	Born in January 83BC, into the Antonia clan, Marc Antony’s mother was the cousin of Julius Caesar. Following his command of a Gallic cavalry regiment in Syria, he was appointed to Caesar’s staff in 54BC and fought in the Gallic Wars. Marc Antony was a staunch supporter of Caesar, both as an accomplished military commander and later in political office. In 50BC, Caesar arranged for him to become augur, quaestor, and a plebeian tribune in an attempt to secure his own political position. Marc Antony’s subsequent violent expulsion from the Senate was one of the justifications Caesar used for crossing the Rubicon. After Caesar’s assassination, Marc Antony allied with Octavian, Caesar’s adopted son, and Lepidus. But then this Second Triumvirate also descended into civil war, as Antony and Cleopatra struggled with Octavian for control of the Republic. Marc Antony’s defeat at the naval Battle of Actium in 31BC, and the desertion of his legions, led both he and Cleopatra to take their own lives.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_olympia	The Statue of Zeus was said to be thirteen metres tall, made of ivory and gold, and sculptured by The Great Pheidias, considered by many to be the finest sculptor of the classical world. It is said that Pheidias immortalised his lover Pantarkes by carving "Pantarkes kalos" into Zeus’ little finger.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_battles_alesia	The Battle of Alesia (52BC) (Caesar in Gaul only)	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_argaeus	The Greek geographer Strabo wrote that Mount Argaeus was "The highest mountain of all… those who make the ascent say... both seas, that of Pontus and that of Issus, are visible." This huge volcano sits south of Kayseri in modern-day Turkey, and discoveries of Roman coins suggest that it last erupted in 253BC.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_battles_teutobergerwald	The Battle of Teutoburg Forest (AD9)	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_crassus	Crassus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_pompey	Pompey	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_karnag	The village of Carnac in Brittany, France, is home to one of the most impressive megalithic sites in the world. Standing stones and dolmens cover a huge area and a number of theories have been put forward to explain the precise positions of these huge lumps of stone. Some believe that the standing stones map the stars in the night sky, while others argue that the dolmens may have been ancient earthquake detectors.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_vercingetorix	Vercingetorix, which roughly translates as “great warrior king”, was a chieftain of the Gallic Arverni. Against a backdrop of increasing anti-Roman sentiment in Gaul, he led his tribe and others in rebellion against Caesar’s legions in 52BC. Although initially opposed by the Arverni noble council, who expelled him and his dependents from the capital of Gergovia, he retook the city by force and was proclaimed king. In a later attempt to cut off the Roman legions from their supplies, he conducted a scorched earth policy. Eventually out-manoeuvred by the Romans, the Gallic tribes were forced to retreat to natural strongpoints. It was Vercingetorix’s retreat to the fortified city of Alesia that proved the undoing of his grand rebellion. Trapped by Caesar, who circumvallated the entire city, Vercingetorix and his force were starved into submission. After a Gallic relief force failed to beak in, Vercingetorix surrendered. Taken in chains to Rome, he was held prisoner for five years, before being displayed and then executed at Caesar’s processional triumph in 46BC.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_punic_scipio	The Romans\\n\\nScipio Africanus	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul	Introduction	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_curio	Gaius Scribonius Curio was the son of the Roman statesman and orator of the same name. He was a contemporary of Pompey, Caesar and Cicero, and a respected orator in his own right. He is particularly noteworthy for constructing Rome’s first amphitheatre. Elected as a tribune in 50BC, Curio became a supporter of Caesar just as Pompei demanded Caesar give up his command. Cicero was one of the last senators to try and broker peace between the two statesmen. Despite his efforts, the two did not come to terms, and Curio was forced to flee Rome and join Caesar. In return for his support, Caesar paid off Curio’s debts. This led to the belief (as stated by Tacitus) that Caesar bribed him for his oratory skill. In the Civil War, Curio was made praetor, emerging victorious against the armies of Pompei. Eventually, he was sent to Africa to quell pro-Pompey sentiment, where he was killed during the 2nd Battle of Bagradas River.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_characters_gaul_cicero	Quintus Tullius Cicero	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_rostam	The Necropolis of Rostam	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_citadel	The Bam Citadel	true
encyclopedia_historical_info_blocks_content_enc_text_hist_battles_intro	Once you have selected historical battles from the main menu, mouse over the title of each battle for a short description, then click on a crossed swords symbol to play that battle. The following battles are included:	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_cicero	Quintus Tullius Cicero was the younger brother of the famed statesman Marcus Tullius Cicero. He served under Caesar as a trusted legate in his Gallic campaigns, notably accompanying the Proconsul on his second expedition to Britannia. Gaining much praise and support from Caesar for his inspirational military leadership, on more than one occasion, Cicero’s command turned almost certain Roman defeats into victory. The loyalty engendered between Caesar and Cicero may go some way to explaining the pardon he received after supporting Pompei during Caesar’s civil war. An honest governor who did not take bribes, Cicero was, however, also known for his emotional impulsiveness and occasional, but worrying cruelty. The Romans of the first century BC - firm believers in their own brand of stoicism - looked down on these harsh outbursts, particularly his treatment towards captives and any who dared to disobey, as he favoured old-fashioned, brutal punishments. Ultimately, Cicero’s loyalty and skill preserved him following Caesar's victory, but his good fortune left him during the Second Triumvirate, when he found himself proscribed as an enemy of the state and was killed in 43BC.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_babylon	The Great City of Babylon	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_rostam	This impressive temple complex is hewn from the mountain itself and is thought to be the final resting place of the Persian kings Darius I the Great, Xerxes I, Artaxerxes I, and Darius II. The site is also home to some impressive reliefs, the oldest of which dates back to 1000 BC and is thought to have given the site its name, Naqsh-e Rostam or Picture of Rostam. 	true
encyclopedia_historical_info_blocks_content_enc_text_hist_wonders_olympus	Mount Olympus is the tallest mountain in Greece and according to legend was the home of the gods. It was here that Zeus held court and toyed with the lives and fates of mortal men. The great thrones on which Zeus and Queen Hera sat were made by their son Hephaestus, the crippled smith god who also made Zeus’ lightning bolts.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_battles_alesia	By 52BC, Julius Caesar had won a succession of victories in his Gallic Wars, defeating several tribes and cowing others. However, with the end of his expedient political alliance with Pompey and Crassus, Caesar’s political enemies began to circle. Refused reinforcements by Rome, he faced rebellion as the Gallic tribes united under Vercingetorix of the Arverni. As Roman citizens and merchants were put to the sword across Gaul, Caesar swiftly mobilised his legions in pursuit of Vercingetorix. Harried by Caesar’s Germanic cavalry, Vercingetorix decided to regroup at the fort of Alesia. As success in an all-out assault was unlikely, Caesar laid siege to the fort to starve out the 80,000 Gauls within, ordering the circumvallation of Alesia by 18km of ditches and high fortifications. Gallic cavalry harassed the Romans during the construction, enabling a small contingent of the defenders to escape. With the possibility of the dispatch of a relief force, Caesar ordered the contravallation of the siege; another line of fortifications 21km long to protect the besiegers. With the arrival of over 100,000 Gauls to relieve the siege, the morale of Vercingetorix’s starving host was lifted. But in the days that followed, Caesar’s embattled legions repulsed all attempts to break in or out. On the final day of battle, Caesar rode amongst his legions offering encouragement, before ordering his cavalry to charge the rear of the Gallic relief force. This bold move routed the Gauls utterly, and, as they were slaughtered in retreat, Vercingetorix and his surviving allies surrendered.	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_punic_fabius	“To be turned from one’s course by men’s opinions, by blame, and by misrepresentation shows a man unfit to hold an office.”  – Quintus Fabius Maximus\\n\\nQuintius Fabius Maximus (280 – 203BC) was a Roman statesman and general who held the office of Consul and Prodictator several times during the Second Punic War. He is known primarily for radically changing the traditional Roman war strategy in the face of Hannibal’s crushing victories over consular armies in the field. Fabius’ knowledge of the conflict made him the ideal man for the job. According to Livy, he was present for the failed negotiations that officialised the Second Punic War. After hours of fruitless argument, Fabius gathered a fold in his toga, stating “We bring you peace and war. Take which you will”. On the Carthaginian reply that they did not care, he dropped the fold and declared “We give you war.”\\n\\nAfter the destruction of a Roman army at Trasimene (where his predecessor was killed), the second such defeat in a row, a panicked Senate elected Fabius. He immediately initiated a new strategy of refusing Hannibal open battle, instead weathering him down through attrition and small, stinging skirmishes. Although it seemed, to many Romans, that Fabius was afraid, his fresh approach almost ensnared Hannibal on more than one occasion, and it was only the Carthaginian’s cunning and guile that saved his army from destruction.\\n\\nDespite its success, unpopularity in Rome led to the policy’s eventual abandonment in favour of brute force – a move which ultimately led to the greatest single defeat in Roman history, at Cannae in 216BC. As they recovered from the defeat and attempted to deny Hannibal the strength to attack again, this time decisively, the Romans re-adopted the Fabian strategy. It remained in-place until the end of the war - Hannibal was never able to win another victory against them.\\n\\nVindicated, Fabius opposed Scipio’s desire to fight openly in Africa, but became gravely ill and died in 203BC; he saw his strategy successfully repel Hannibal from Italy, but never lived to see his nation’s ultimate victory at Zama a year later. 	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_karnag	The Dolmens of Karnag	true
encyclopedia_historical_info_blocks_content_enc_text_hist_characters_gaul_pompey	Gnaeus Pompeius Magnus, was born in September 106BC. Like his father, he was a supporter of Sulla in his civil war against Marius. Inheriting his father’s command and legions, he was victorious over the Marian forces in Africa and Scilly. Proclaimed Imperator by his legions, he was granted the title Magnus, or “the Great”.  Subsequent victories, first Hispania and then in the East, which concluded the Third Mithridatic War, won him a further two triumphs. On his return to Rome, to secure land for his veterans, Pompey entered into the First Triumvirate with Caesar and Crassus. With his political position secured he granted himself, as consul alongside Crassus, command of Hispania. The collapse of Triumvirate, and Caesar’s subsequent crossing of the Rubicon in 49BC, sparked another civil war, pitting the two great generals against each other. Defeated at the Battle of Pharsalus in 48BC, Pompey fled to Egypt and the court of the young Ptolemy XIII, where he was betrayed and assassinated by the king’s councillors. Upon his arrival in Egypt Caesar took bloody revenge upon the assassins, indicating that he intended to pardon his old ally following his appointment as dictator.	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_olympia	The Statue of Zeus at Olympia	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_battles_intro	Historical Battles	true
encyclopedia_historical_info_blocks_heading_enc_text_hist_wonders_argaeus	Mount Argaeus	true
encyclopedia_historical_info_blocks_content_enc_text_hist_battles_teutobergerwald	One of Rome’s most bitter defeats, Teutoburg was the culmination of years of rebellion and politicking among the Germanic tribes. In all, three legions, the XVII, XVIII, and XIX, under Publius Quinctilius Varus, were lost when they walked into an ambush set by Arminius, a “trusted friend” of Rome. A chieftain of the Cherusci and an advisor to Varus, Arminius had been taken as a hostage to Rome, and later schooled in Roman military tactics. On the narrow and muddy forest tracks he directed them to take, beset by storms, the legions became strung out and easy prey for the waiting German warriors. Trying to regain control and impetus, Varus did manage to rally his legions and fortify a night camp, before breaking out the next morning. The escape was costly and, after a gruelling night march, the final slaughter saw the Romans squeezed between woodland and bogs on a narrow spit of land. Varus’ senior officer, Numonius Vala, fled with the remaining cavalry, and was cut down. Varus himself committed suicide. With three legions slaughtered, Roman forts and towns east of the Rhine were overrun. The shame of this defeat meant that the three lost legion numbers were never used again.	true
